Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/stagingbeta-login,Chrome 70.0.3538.110,,2019-01-10 14:59:17,2019-01-10 14:59:48,30.167s,PASSED
"openBrowser(""staging-beta.cicil.co.id"")",Chrome 70.0.3538.110,,2019-01-10 14:59:17,2019-01-10 14:59:29,11.643s,PASSED
maximizeWindow(),Chrome 70.0.3538.110,,2019-01-10 14:59:29,2019-01-10 14:59:30,1.143s,PASSED
"waitForElementVisible(findTestObject(""Page_CICIL_login/span_tutup""), 5)",Chrome 70.0.3538.110,,2019-01-10 14:59:30,2019-01-10 14:59:30,0.164s,PASSED
"click(findTestObject(""Page_CICIL_login/span_tutup""))",Chrome 70.0.3538.110,,2019-01-10 14:59:30,2019-01-10 14:59:30,0.118s,PASSED
Thread.sleep(1500),Chrome 70.0.3538.110,,2019-01-10 14:59:30,2019-01-10 14:59:32,1.501s,PASSED
"verifyElementNotVisible(findTestObject(""Page_CICIL_login/span_tutup""))",Chrome 70.0.3538.110,,2019-01-10 14:59:32,2019-01-10 14:59:32,0.045s,PASSED
"click(findTestObject(""Page_CICIL_login/a_Masuk""))",Chrome 70.0.3538.110,,2019-01-10 14:59:32,2019-01-10 14:59:32,0.086s,PASSED
"waitForElementPresent(findTestObject(""Page_CICIL_login/input_username""), 10)",Chrome 70.0.3538.110,,2019-01-10 14:59:32,2019-01-10 14:59:33,0.532s,PASSED
"setText(findTestObject(""Page_CICIL_login/input_username""), varEmail)",Chrome 70.0.3538.110,,2019-01-10 14:59:33,2019-01-10 14:59:33,0.664s,PASSED
"setText(findTestObject(""Page_CICIL_login/input_password""), varPass)",Chrome 70.0.3538.110,,2019-01-10 14:59:33,2019-01-10 14:59:33,0.134s,PASSED
"click(findTestObject(""Page_CICIL_login/button_Masuk""))",Chrome 70.0.3538.110,,2019-01-10 14:59:33,2019-01-10 14:59:34,0.098s,PASSED
Thread.sleep(7000),Chrome 70.0.3538.110,,2019-01-10 14:59:34,2019-01-10 14:59:41,7.001s,PASSED
"if (varScope == ""admin"")",Chrome 70.0.3538.110,,2019-01-10 14:59:41,2019-01-10 14:59:41,0.000s,PASSED
else,Chrome 70.0.3538.110,,2019-01-10 14:59:41,2019-01-10 14:59:41,0.002s,PASSED
"println(""going to sleep"")",Chrome 70.0.3538.110,,2019-01-10 14:59:41,2019-01-10 14:59:41,0.001s,PASSED
Thread.sleep(7000),Chrome 70.0.3538.110,,2019-01-10 14:59:41,2019-01-10 14:59:48,7.002s,PASSED
"println(""i am awake"")",Chrome 70.0.3538.110,,2019-01-10 14:59:48,2019-01-10 14:59:48,0.000s,PASSED
webUrl = getUrl(),Chrome 70.0.3538.110,,2019-01-10 14:59:48,2019-01-10 14:59:48,0.011s,PASSED
"println("">>> value webUrl: "" + webUrl + "", scope: "" + varScope)",Chrome 70.0.3538.110,,2019-01-10 14:59:48,2019-01-10 14:59:48,0.001s,PASSED
