Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/stagingbeta-login,Chrome 70.0.3538.110,,2019-01-08 14:57:01,2019-01-08 14:57:20,19.640s,PASSED
"openBrowser(""staging-beta.cicil.co.id"")",Chrome 70.0.3538.110,,2019-01-08 14:57:01,2019-01-08 14:57:09,8.697s,PASSED
maximizeWindow(),Chrome 70.0.3538.110,,2019-01-08 14:57:09,2019-01-08 14:57:10,1.127s,PASSED
"waitForElementVisible(findTestObject(""Page_CICIL_login/span_tutup""), 5)",Chrome 70.0.3538.110,,2019-01-08 14:57:10,2019-01-08 14:57:10,0.057s,PASSED
"click(findTestObject(""Page_CICIL_login/span_tutup""))",Chrome 70.0.3538.110,,2019-01-08 14:57:10,2019-01-08 14:57:11,0.068s,PASSED
Thread.sleep(1500),Chrome 70.0.3538.110,,2019-01-08 14:57:11,2019-01-08 14:57:12,1.502s,PASSED
"verifyElementNotVisible(findTestObject(""Page_CICIL_login/span_tutup""))",Chrome 70.0.3538.110,,2019-01-08 14:57:12,2019-01-08 14:57:12,0.063s,PASSED
"click(findTestObject(""Page_CICIL_login/a_Masuk""))",Chrome 70.0.3538.110,,2019-01-08 14:57:12,2019-01-08 14:57:12,0.077s,PASSED
"waitForElementPresent(findTestObject(""Page_CICIL_login/input_username""), 10)",Chrome 70.0.3538.110,,2019-01-08 14:57:12,2019-01-08 14:57:13,0.541s,PASSED
"setText(findTestObject(""Page_CICIL_login/input_username""), varEmail)",Chrome 70.0.3538.110,,2019-01-08 14:57:13,2019-01-08 14:57:13,0.232s,PASSED
"setText(findTestObject(""Page_CICIL_login/input_password""), varPass)",Chrome 70.0.3538.110,,2019-01-08 14:57:13,2019-01-08 14:57:13,0.133s,PASSED
"click(findTestObject(""Page_CICIL_login/button_Masuk""))",Chrome 70.0.3538.110,,2019-01-08 14:57:13,2019-01-08 14:57:13,0.095s,PASSED
"if (varScope == ""admin"")",Chrome 70.0.3538.110,,2019-01-08 14:57:13,2019-01-08 14:57:13,0.000s,PASSED
else,Chrome 70.0.3538.110,,2019-01-08 14:57:13,2019-01-08 14:57:13,0.002s,PASSED
"println(""going to sleep"")",Chrome 70.0.3538.110,,2019-01-08 14:57:13,2019-01-08 14:57:13,0.001s,PASSED
Thread.sleep(7000),Chrome 70.0.3538.110,,2019-01-08 14:57:13,2019-01-08 14:57:20,7.001s,PASSED
"println(""i am awake"")",Chrome 70.0.3538.110,,2019-01-08 14:57:20,2019-01-08 14:57:20,0.001s,PASSED
webUrl = getUrl(),Chrome 70.0.3538.110,,2019-01-08 14:57:20,2019-01-08 14:57:20,0.016s,PASSED
"println("">>> value webUrl: "" + webUrl + "", scope: "" + varScope)",Chrome 70.0.3538.110,,2019-01-08 14:57:20,2019-01-08 14:57:20,0.000s,PASSED
